pair_id,repo_id,pdf_id,repo_url,pdf_url,component,manufacturer,Category,Component_Class,Component_Name,file_exists,file_size_bytes,gs_path,TBC 
A2Pair_1230,A2R1230,A2P1230,https://github.com/antmicro/lpddr4-dram-controller-integration-soc,https://ww1.microchip.com/downloads/en/DeviceDoc/20005099B.pdf,SST49LF160C,Silicon Storage Technology (SST),Memory,Flash,Internal Flash,TRUE,65228,gs://cpt-training-datasets/Automotive_v2/Cleaned_data/A2Pair_1230_mapping.txt,NA
A2Pair_1233,A2R1233,A2P1233,https://github.com/avrxml/asf,https://www.kingston.com/datasheets/kc600_es.pdf,KC600,Kingston Technology,Memory,Flash,Internal Flash,TRUE,208761106,gs://cpt-training-datasets/Automotive_v2/Cleaned_data/A2Pair_1233_mapping.txt,NA
A2Pair_1244,A2R1244,A2P1244,https://github.com/espressif/arduino-esp32,https://media.digikey.com/pdf/Data%20Sheets/Kingston%20Technology%20PDFs/MKF_950-Design-in-SSD%20NVMe_us.pdf,OM8PDP3,Kingston Technology,Memory,Flash,Internal Flash,TRUE,6177660,gs://cpt-training-datasets/Automotive_v2/Cleaned_data/A2Pair_1244_mapping.txt,NA
A2Pair_1253,A2R1253,A2P1253,https://github.com/dusty-nv/jetson-inference,https://www.silabs.com/documents/public/data-sheets/efm32pg12-datasheet.pdf,EFM32 Pearl Gecko,Silicon Laboratories Inc.,Compute,MCU,Real-time MCU,TRUE,1454691,gs://cpt-training-datasets/Automotive_v2/Cleaned_data/A2Pair_1253_mapping.txt,NA
A2Pair_1255,A2R1255,A2P1255,https://github.com/Xilinx/Vitis-Tutorials,https://www.silabs.com/documents/public/user-guides/ug257-stk3402-usersguide.pdf,EFM32 Pearl Gecko,Silicon Laboratories Inc.,Compute,MCU,Real-time MCU,TRUE,55840143,gs://cpt-training-datasets/Automotive_v2/Cleaned_data/A2Pair_1255_mapping.txt,NA
A2Pair_1256,A2R1256,A2P1256,https://github.com/Xilinx/Embedded-Design-Tutorials,https://www.silabs.com/documents/public/reference-manuals/efm32pg12-rm.pdf,EFM32 Pearl Gecko,Silicon Laboratories Inc.,Compute,MCU,Real-time MCU,TRUE,1014879,gs://cpt-training-datasets/Automotive_v2/Cleaned_data/A2Pair_1256_mapping.txt,NA
A2Pair_1259,A2R1259,A2P1259,https://github.com/intel/compute-runtime,https://www.silabs.com/documents/public/data-sheets/efr32fg25-datasheet.pdf,EFR32 Wireless Gecko,Silicon Laboratories Inc.,Compute,MCU,Real-time MCU,TRUE,58564037,gs://cpt-training-datasets/Automotive_v2/Cleaned_data/A2Pair_1259_mapping.txt,NA
A2Pair_1268,A2R1268,A2P1268,https://github.com/Xilinx/Vitis_Libraries,https://www.ti.com/lit/ug/sprufn1c/sprufn1c.pdf,Delfino C2834x,Texas Instruments Incorporated,Compute,MCU,Real-time MCU,TRUE,47680488,gs://cpt-training-datasets/Automotive_v2/Cleaned_data/A2Pair_1268_mapping.txt,NA
A2Pair_1280,A2R1280,A2P1280,https://github.com/nxp-imx/meta-imx,https://www.ti.com/lit/ds/symlink/tms320f28p550sj.pdf,TMS320F28P550SJ,Texas Instruments Incorporated,Compute,MCU,Real-time MCU,TRUE,417813,gs://cpt-training-datasets/Automotive_v2/Cleaned_data/A2Pair_1280_mapping.txt,NA
A2Pair_1292,A2R1292,A2P1292,https://github.com/qualcomm/qcom-usb-kernel-drivers,https://www.ti.com/lit/ug/spnu597a/spnu597a.pdf,TMS570,Texas Instruments Incorporated,Compute,MCU,Real-time MCU,TRUE,5417848,gs://cpt-training-datasets/Automotive_v2/Cleaned_data/A2Pair_1292_mapping.txt,NA
A2Pair_1306,A2R1306,A2P1306,https://github.com/NVIDIA-AI-IOT/jetson_benchmarks,https://www.ti.com/lit/an/sprad09b/sprad09b.pdf,AM2434,Texas Instruments Incorporated,Compute,MCU,Real-time MCU,TRUE,50815,gs://cpt-training-datasets/Automotive_v2/Cleaned_data/A2Pair_1306_mapping.txt,NA
A2Pair_1307,A2R1307,A2P1307,https://github.com/NVIDIA/jetson-gpio,https://www.ti.com/lit/ug/spracz6d/spracz6d.pdf,AM2434,Texas Instruments Incorporated,Compute,MCU,Real-time MCU,TRUE,266464,gs://cpt-training-datasets/Automotive_v2/Cleaned_data/A2Pair_1307_mapping.txt,NA
A2Pair_1321,A2R1321,A2P1321,https://github.com/rockchip-linux/rknn-toolkit2,https://www.zilog.com/docs/appnotes/an0382.pdf,Z8 Encore!,"Zilog, Inc.",Compute,MCU,Real-time MCU,TRUE,13153056,gs://cpt-training-datasets/Automotive_v2/Cleaned_data/A2Pair_1321_mapping.txt,NA
A2Pair_1329,A2R1329,A2P1329,https://github.com/Intel-Media-SDK/MediaSDK,https://www.nuvoton.com/resource-files/AN_0051_M251_252_Power_Management_EN_Rev1.00.pdf,M252 Series,Nuvoton Technology,Compute,MCU,Real-time MCU,TRUE,23513526,gs://cpt-training-datasets/Automotive_v2/Cleaned_data/A2Pair_1329_mapping.txt,NA
A2Pair_1331,A2R1331,A2P1331,https://github.com/intel/media-driver,https://www.nuvoton.com/resource-files/UM_NuMaker-M252SD_EN_Rev1.01.pdf,M252 Series,Nuvoton Technology,Compute,MCU,Real-time MCU,TRUE,217821492,gs://cpt-training-datasets/Automotive_v2/Cleaned_data/A2Pair_1331_mapping.txt,NA
A2Pair_1333,A2R1333,A2P1333,https://github.com/movidius/ncsdk,https://www.nuvoton.com/resource-files/TRM_NUC2201_Series_EN_Rev1.01.pdf,NUC120/123/220 Series,Nuvoton Technology,Compute,MCU,Real-time MCU,TRUE,2047016,gs://cpt-training-datasets/Automotive_v2/Cleaned_data/A2Pair_1333_mapping.txt,NA
A2Pair_1344,A2R1344,A2P1344,https://github.com/Xilinx/meta-amd-adaptive-socs,https://www.silabs.com/documents/public/errata/efm32tg11-errata.pdf,EFM32TG11,Silicon Laboratories Inc.,Compute,MCU,Real-time MCU,TRUE,7979822,gs://cpt-training-datasets/Automotive_v2/Cleaned_data/A2Pair_1344_mapping.txt,NA
A2Pair_1387,A2R1387,A2P1387,https://github.com/radxa/meta-mediatek-bsp,https://www.sgxsensortech.com/content/uploads/2014/08/AN1-Pellistor-Sensor-Technology-and-Applications1.pdf,VQ603/2,SGX Sensortech,Sensor,Gas,Air Quality Sensor,TRUE,738312,gs://cpt-training-datasets/Automotive_v2/Cleaned_data/A2Pair_1387_mapping.txt,NA
A2Pair_1397,A2R1397,A2P1397,https://github.com/agherzan/meta-raspberrypi,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX77650EVKIT-MAX77651EVKIT.pdf,MAX77650,Analog Devices,Power,PMIC,Power Management IC,TRUE,62022,gs://cpt-training-datasets/Automotive_v2/Cleaned_data/A2Pair_1397_mapping.txt,NA
A2Pair_1404,A2R1404,A2P1404,https://github.com/TexasInstruments/edgeai-tidl-tools,https://www.nxp.com/docs/en/user-manual/UM11974.pdf,S32K344,NXP Semiconductors,MCU,Automotive_MCU,AURIX TC3xx,TRUE,2054598,gs://cpt-training-datasets/Automotive_v2/Cleaned_data/A2Pair_1404_mapping.txt,NA
A2Pair_1418,A2R1418,A2P1418,https://github.com/MentorEmbedded/meta-arago,https://www.ntron.com/products/gasenz/SD019%20-Gasenz%20Electrical%20Connections.pdf,Gasenz Ambient,Process Sensing Technologies (PST),Sensor,Gas,Air Quality Sensor,TRUE,64104,gs://cpt-training-datasets/Automotive_v2/Cleaned_data/A2Pair_1418_mapping.txt,NA
CE1Pair_16,CE1R16,CE1P16,https://github.com/lvgl/lvgl_esp32_drivers,https://www.nxp.com/docs/en/application-note/AN14776.pdf,HX8357 series,Himax Technologies Inc.,Sensor,Touch,Touch Controller,TRUE,452044,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_16_mapping.txt,NA
CE1Pair_38,CE1R38,CE1P38,https://github.com/tianocore/edk2-platforms,https://psref.lenovo.com/syspool/Sys/PDF/ThinkPad/ThinkPad_X13s_Gen_1/ThinkPad_X13s_Gen_1_Spec.pdf,Snapdragon 8cx Gen 3,Qualcomm,Compute,SoC,Application Processor,TRUE,37120151,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_38_mapping.txt,NA
CE1Pair_44,CE1R44,CE1P44,https://github.com/sifiveinc/meta-sifive,https://sifive.cdn.prismic.io/sifive/7be0420e-dac1-4558-85bc-50c7a10787e7_p600_datasheet.pdf,P600 Series,SiFive,Compute,SoC,Application Processor,TRUE,9095,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_44_mapping.txt,NA
CE1Pair_47,CE1R47,CE1P47,https://github.com/nxp-auto-linux/pfeng,https://www.nxp.com/docs/en/fact-sheet/S32G-VNP-RDB-FS.pdf,S32G2,NXP Semiconductors,Compute,SoC,Application Processor,TRUE,4721056,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_47_mapping.txt,NA
CE1Pair_55,CE1R55,CE1P55,https://github.com/SiliconLabsSoftware/bluetooth_applications,https://www.silabs.com/documents/public/data-sheets/efr32bg22l-datasheet.pdf,BG22L,Silicon Labs,Compute,SoC,Application Processor,TRUE,3975390,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_55_mapping.txt,NA
CE1Pair_56,CE1R56,CE1P56,https://github.com/IntelFsp/FSP,https://www.intel.com/content/dam/www/public/us/en/documents/datasheets/atom-processor-e3900-a3900-series-datasheet-addendum.pdf,Atom Apollo Lake,Intel Corporation,Compute,SoC,Application Processor,TRUE,9862296,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_56_mapping.txt,NA
CE1Pair_66,CE1R66,CE1P66,https://github.com/Firefly-rk-linux/manifests,https://dl.xkwy2018.com/downloads/RK3568/Rockchip-RK3568-Datasheet-V1.0-20201210.pdf,RK3568,Rockchip,BSP,Android_BSP,SoC BSP,TRUE,194766,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_66_mapping.txt,NA
CE1Pair_67,CE1R67,CE1P67,https://github.com/JeffyCN/meta-rockchip,https://resource.milesight-iot.com/files/Rockchip-Secure-Boot-Application-Note-V1.9.pdf,RK3326,Rockchip,BSP,Android_BSP,SoC BSP,TRUE,161292,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_67_mapping.txt,NA
CE1Pair_69,CE1R69,CE1P69,https://github.com/sheeaza/vulkan-v4l2,https://www.nxp.com/docs/en/application-note/AN12338.pdf,i.MX 8QuadXPlus,NXP Semiconductors,BSP,Android_BSP,SoC BSP,TRUE,88664,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_69_mapping.txt,NA
CE1Pair_156,CE1R156,CE1P156,https://github.com/Microchip-MPLAB-Harmony/wireless_ble,https://ww1.microchip.com/downloads/aemDocuments/documents/WSG/ProductDocuments/ProgrammingSpecifications/PIC32CX-BZ2-Programming-Specification-DS70005461.pdf,WBZ451,Microchip Technology,Network,Bluetooth,BT Classic/BLE,TRUE,5700763,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_156_mapping.txt,NA
CE1Pair_165,CE1R165,CE1P165,https://github.com/nxp-mcuxpresso/mcuxsdk-middleware-edgefast-bluetooth,https://www.nxp.com/docs/en/application-note/AN2731.pdf,K32W041,NXP Semiconductors,Network,Bluetooth,BT Classic/BLE,TRUE,8385950,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_165_mapping.txt,NA
CE1Pair_171,CE1R171,CE1P171,https://github.com/openthread/openthread,https://www.ti.com/lit/ds/symlink/cc2651r3.pdf,CC2651R,Texas Instruments,Network,Bluetooth,BT Classic/BLE,TRUE,19373944,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_171_mapping.txt,NA
CE1Pair_206,CE1R206,CE1P206,https://github.com/bouffalolab/bl_iot_sdk,https://www.farnell.com/datasheets/3716298.pdf,BL602,Bouffalo Lab,Network,Bluetooth,BT Classic/BLE,TRUE,244720931,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_206_mapping.txt,NA
CE1Pair_251,CE1R251,CE1P251,https://github.com/bouffalolab/arduino-bouffalo,https://github.com/bouffalolab/bl_docs/raw/main/BL702_DS/picture/Functionalblockdiagram.pdf,BL702,Bouffalo Lab,Network,Bluetooth,BT Classic/BLE,TRUE,25242485,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_251_mapping.txt,NA
CE1Pair_253,CE1R253,CE1P253,https://github.com/bouffalolab/bl808_linux,https://raw.githubusercontent.com/bouffalolab/bl_docs/main/BL808_DS/en/BL808_DS_1.2_en.pdf,BL808,Bouffalo Lab,Network,Bluetooth,BT Classic/BLE,TRUE,889337752,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_253_mapping.txt,NA
CE1Pair_254,CE1R254,CE1P254,https://github.com/sipeed/M1s_BL808_SDK,https://raw.githubusercontent.com/bouffalolab/bl_docs/main/BL808_DS/picture/Functionalblockdiagram.pdf,BL808,Bouffalo Lab,Network,Bluetooth,BT Classic/BLE,TRUE,59424148,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_254_mapping.txt,NA
CE1Pair_283,CE1R283,CE1P283,https://github.com/atmel-maxtouch/mxt-app,https://www.analog.com/media/en/technical-documentation/data-sheets/AD7148.pdf,AD7148,Analog Devices Inc.,Sensor,Touch,Touch Controller,TRUE,908381,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_283_mapping.txt,NA
CE1Pair_284,CE1R284,CE1P284,https://github.com/atmel-maxtouch/maXTouch_linux,https://files.seeedstudio.com/wiki/Grove-12_Key_Capacitive_I2C_Touch_Sensor_V2-MPR121/res/MPR121.pdf,MPR121,NXP Semiconductors,Sensor,Touch,Touch Controller,TRUE,727122264,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_284_mapping.txt,NA
CE1Pair_295,CE1R295,CE1P295,https://github.com/atmel-maxtouch/linux,https://www.ti.com/lit/ds/slvsc89a/slvsc89a.pdf,TSC2013,Texas Instruments,Sensor,Touch,Touch Controller,TRUE,459901749,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_295_mapping.txt,NA
CE1Pair_419,CE1R419,CE1P419,https://github.com/renesas-rcar/flash_writer,https://www.nxp.com/docs/en/reference-manual/i.MX_Reference_Manual_Linux.pdf,i.MX6DL,NXP Semiconductors,BSP,Android_BSP,SoC BSP,TRUE,1464307,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_419_mapping.txt,NA
CE1Pair_449,CE1R449,CE1P449,https://github.com/TexasInstruments/ti-linux-firmware,https://www.nxp.com/docs/en/data-sheet/IMX8XLB0AEC.pdf,i.MX 8X,NXP Semiconductors,Compute,SoC,Application Processor,TRUE,884824,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_449_mapping.txt,NA
CE1Pair_451,CE1R451,CE1P451,https://github.com/TexasInstruments/edgeai,https://www.nxp.com/docs/en/data-sheet/IMX7SCEC.pdf,i.MX 7 series,NXP Semiconductors,Compute,SoC,Application Processor,TRUE,259121,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_451_mapping.txt,NA
CE1Pair_468,CE1R468,CE1P468,https://github.com/sifive/freedom-tools,https://www.ti.com/lit/an/sprac97/sprac97.pdf,AM62A7-Q1,Texas Instruments,Compute,SoC,Application Processor,TRUE,124252,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_468_mapping.txt,NA
CE1Pair_482,CE1R482,CE1P482,https://github.com/renesas-rcar/arm-trusted-firmware,https://www.ti.com/lit/ug/spruie6a/spruie6a.pdf,AMIC110,Texas Instruments,Compute,SoC,Application Processor,TRUE,14094250,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_482_mapping.txt,NA
CE1Pair_521,CE1R521,CE1P521,https://github.com/ARM-software/android-nn-driver,https://www.ti.com/lit/an/slda021b/slda021b.pdf,AM4378,Texas Instruments,Compute,SoC,Application Processor,TRUE,1297892,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_521_mapping.txt,NA
CE1Pair_543,CE1R543,CE1P543,https://github.com/mediatek-opensource/vendor-mediatek-kernel_modules-connectivity-wlan-adaptor,https://www.qualcomm.com/media/documents/files/snapdragon-g3x-gen-1-gaming-platform-product-brief.pdf,Snapdragon G3x Gen 1,Qualcomm,Compute,SoC,Application Processor,TRUE,33886,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_543_mapping.txt,PDF
CE1Pair_674,CE1R674,CE1P674,https://github.com/openthread/ot-nxp,https://ww1.microchip.com/downloads/en/DeviceDoc/50002370A.pdf,RN4677,Microchip Technology,Network,Bluetooth,BT Classic/BLE,TRUE,710020,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_674_mapping.txt,NA
CE1Pair_692,CE1R692,CE1P692,https://github.com/bouffalolab/bouffalo_sdk,https://www.nxp.com/docs/en/nxp/application-notes/AN01786.pdf,QN9080,NXP Semiconductors,Network,Bluetooth,BT Classic/BLE,TRUE,129472649,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_692_mapping.txt,NA
CE1Pair_695,CE1R695,CE1P695,https://github.com/espressif/esp-hosted,https://www.nxp.com/docs/en/application-note/AN12902.pdf,QN9030,NXP Semiconductors,Network,Bluetooth,BT Classic/BLE,TRUE,1829635,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_695_mapping.txt,NA
CE1Pair_696,CE1R696,CE1P696,https://github.com/espressif/esp-thread-br,https://www.nxp.com/docs/en/application-note/AN13512.pdf,MKW31Z,NXP Semiconductors,Network,Bluetooth,BT Classic/BLE,TRUE,464324,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_696_mapping.txt,NA
CE1Pair_710,CE1R710,CE1P710,https://github.com/adafruit/Adafruit_nRF52_Arduino,https://www.nxp.com/docs/en/application-note/AN14121.pdf,RW610,NXP Semiconductors,Network,Bluetooth,BT Classic/BLE,TRUE,12956173,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_710_mapping.txt,NA
CE1Pair_711,CE1R711,CE1P711,https://github.com/openthread/ot-nrf528xx,https://www.nxp.com/docs/en/data-sheet/RW610.pdf,RW610,NXP Semiconductors,Network,Bluetooth,BT Classic/BLE,TRUE,20684088,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_711_mapping.txt,NA
CE1Pair_712,CE1R712,CE1P712,https://github.com/NordicSemiconductor/ble-sdk-arduino,https://www.nxp.com/docs/en/application-note/AN14464.pdf,RW612,NXP Semiconductors,Network,Bluetooth,BT Classic/BLE,TRUE,942719,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_712_mapping.txt,NA
CE1Pair_768,CE1R768,CE1P768,https://github.com/bouffalolab/bouffalo_drivers,https://www.ti.com/lit/an/swra778/swra778.pdf,CC2340R5,Texas Instruments,Network,Bluetooth,BT Classic/BLE,TRUE,12056804,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_768_mapping.txt,NA
CE1Pair_890,CE1R890,CE1P890,https://github.com/riscv-software-src/opensbi,https://www.st.com/resource/en/application_note/an5056-integration-of-stm32-mcus-in-rf-and-wireless-applications-stmicroelectronics.pdf,STM32WB30,STMicroelectronics,Network,Bluetooth,BT Classic/BLE,TRUE,1816699,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_890_mapping.txt,NA
CE1Pair_1080,CE1R1080,CE1P1080,https://github.com/codeauroraforum/quic-la-platform-vendor-qcom-opensource-wlan-qcacld-2.0,https://www.st.com/resource/en/datasheet/stusb1600.pdf,STUSB1600,STMicroelectronics,Power,PMIC,Power Management,TRUE,24713905,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_1080_mapping.txt,NA
CE1Pair_1155,CE1R1155,CE1P1155,https://github.com/tianocore/edk2,https://www.silabs.com/documents/public/data-sheets/efr32bg12-datasheet.pdf,EFR32BG12,Silicon Laboratories,Network,Bluetooth,BT Classic/BLE,TRUE,92372290,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_1155_mapping.txt,NA
CE1Pair_1224,CE1R1224,CE1P1224,https://github.com/STMicroelectronics/stm32-mw-freertos,https://www.nxp.com/docs/en/user-guide/UM10370.pdf,PCF8883,ams OSRAM,Sensor,Proximity,Proximity Sensor,TRUE,7254794,gs://cpt-training-datasets/CE_v1/Mapping_data/CE1Pair_1224_mapping.txt,NA
UAV1Pair_10,UAV1R10,UAV1P10,https://github.com/pyserial/pyserial,https://www.ultramotion.com/servo_cylinder/ultra-motion-servo-cylinder-manual.pdf,AM Series,Ultra Motion,Actuator,Servo,Control Surfaces,TRUE,1021671,gs://cpt-training-datasets/UAV_v1/Mapping_data/UAV1Pair_10_mapping.txt,NA
UAV1Pair_28,UAV1R28,UAV1P28,https://github.com/arduino/ArduinoCore-avr,https://www.nxp.com/docs/en/data-sheet/MC33999.pdf,MCZ33999EKR2,NXP Semiconductors,Power,PMIC,Power Distribution,TRUE,3060800,gs://cpt-training-datasets/UAV_v1/Mapping_data/UAV1Pair_28_mapping.txt,NA
UAV1Pair_38,UAV1R38,UAV1P38,https://github.com/JetsonHacksNano/CSI-Camera,https://cdn.sparkfun.com/assets/0/7/f/9/d/jetson-nano-devkit-datasheet-updates-us-v3.pdf,Jetson Nano,NVIDIA,Compute,SBC,Companion Computer,TRUE,15586,gs://cpt-training-datasets/UAV_v1/Mapping_data/UAV1Pair_38_mapping.txt,NA
UAV1Pair_47,UAV1R47,UAV1P47,https://github.com/raspberrypi/usbboot,https://datasheets.raspberrypi.com/cm/cm1-schematics.pdf,Compute Module 1,Raspberry Pi Foundation,Compute,SBC,Companion Computer,TRUE,53949,gs://cpt-training-datasets/UAV_v1/Mapping_data/UAV1Pair_47_mapping.txt,NA
UAV1Pair_59,UAV1R59,UAV1P59,https://github.com/armbian/build,https://fccid.io/2BC6T-ROCK5C/User-Manual/User-Manual-7561845.pdf,ROCK 5C Lite,Radxa (Rock Pi),Compute,SBC,Companion Computer,TRUE,6373990,gs://cpt-training-datasets/UAV_v1/Mapping_data/UAV1Pair_59_mapping.txt,NA
UAV1Pair_67,UAV1R67,UAV1P67,https://github.com/nxp-qoriq-yocto-sdk/u-boot,https://www.xes-inc.com/assets/products/files/XCalibur1840-DS.pdf,XCalibur1840,Extreme Engineering Solutions,Compute,SBC,Companion Computer,TRUE,86839590,gs://cpt-training-datasets/UAV_v1/Mapping_data/UAV1Pair_67_mapping.txt,NA
UAV1Pair_78,UAV1R78,UAV1P78,https://github.com/STMicroelectronics/stm32h743i-eval-bsp,https://www.st.com/resource/en/user_manual/um2331-stm32h7-single-core-series-safety-manual-stmicroelectronics.pdf,STM32H743VIT6,STMicroelectronics,MCU,Flight_MCU,STM32H7,TRUE,609258,gs://cpt-training-datasets/UAV_v1/Mapping_data/UAV1Pair_78_mapping.txt,NA
UAV1Pair_81,UAV1R81,UAV1P81,https://github.com/arduino/ArduinoCore-renesas,https://docs.arduino.cc/resources/datasheets/ABX00080-datasheet.pdf,Arduino R4 Minima,Renesas Electronics,RTOS,NuttX,NuttX RTOS,TRUE,211826776,gs://cpt-training-datasets/UAV_v1/Mapping_data/UAV1Pair_81_mapping.txt,NA
UAV1Pair_93,UAV1R93,UAV1P93,https://github.com/STMicroelectronics/stm32h747i-disco-bsp,https://www.st.com/resource/en/application_note/an5036-guidelines-for-thermal-management-on-stm32-applications-stmicroelectronics.pdf,STM32H747I-DISCO,STMicroelectronics,RTOS,NuttX,NuttX RTOS,TRUE,452355,gs://cpt-training-datasets/UAV_v1/Mapping_data/UAV1Pair_93_mapping.txt,NA
UAV1Pair_107,UAV1R107,UAV1P107,https://github.com/astuder/icp-101xx,https://product.tdk.com/system/files/dam/doc/product/sensor/pressure/capacitive-pressure/data_sheet/ds-000408-icp-10101-v1.3.pdf,ICP-10101,TDK InvenSense,Sensor,Barometer,Altitude Hold,TRUE,67161,gs://cpt-training-datasets/UAV_v1/Mapping_data/UAV1Pair_107_mapping.txt,NA
UAV1Pair_119,UAV1R119,UAV1P119,https://github.com/ARM-software/CMSIS-NN,https://www.st.com/resource/en/application_note/an4841-digital-signal-processing-for-stm32-microcontrollers-using-cmsis-stmicroelectronics.pdf,CMSIS,ARM,BSP,Flight_BSP,Board Support Package,TRUE,4088945,gs://cpt-training-datasets/UAV_v1/Mapping_data/UAV1Pair_119_mapping.txt,NA
UAV1Pair_202,UAV1R202,UAV1P202,https://github.com/bluekitchen/btstack,https://www.farnell.com/datasheets/2021381.pdf,BT830,Laird Connectivity,Network,UART,Telemetry Link,TRUE,125731899,gs://cpt-training-datasets/UAV_v1/Mapping_data/UAV1Pair_202_mapping.txt,NA
UAV1Pair_292,UAV1R292,UAV1P292,https://github.com/nxp-mcuxpresso/mcux-component,https://www.onsemi.com/pdf/datasheet/ncp380-d.pdf,NCP380LMU05AATBG,ON Semiconductor,Power,PMIC,Power Distribution,TRUE,19217317,gs://cpt-training-datasets/UAV_v1/Mapping_data/UAV1Pair_292_mapping.txt,NA
UAV1Pair_295,UAV1R295,UAV1P295,https://github.com/nxp-appcodehub/ap-qmc2g-industrial,https://www.ti.com/lit/ug/slvuch7a/slvuch7a.pdf,TPS25990,Texas Instruments,Power,PMIC,Power Distribution,TRUE,67476560,gs://cpt-training-datasets/UAV_v1/Mapping_data/UAV1Pair_295_mapping.txt,NA
UAV1Pair_335,UAV1R335,UAV1P335,https://github.com/apache/nuttx-apps,https://www.st.com/resource/en/programming_manual/pm0056-stm32f10xxx20xxx21xxxl1xxxx-cortexm3-programming-manual-stmicroelectronics.pdf,STM32F103VET6,STMicroelectronics,RTOS,NuttX,NuttX RTOS,TRUE,14164302,gs://cpt-training-datasets/UAV_v1/Mapping_data/UAV1Pair_335_mapping.txt,NA
UAV1Pair_348,UAV1R348,UAV1P348,https://github.com/openbouffalo/buildroot_bouffalo,https://www.st.com/resource/en/application_note/an4908-getting-started-with-usart-automatic-baud-rater-detection-for-stm32-mcus-stmicroelectronics.pdf,STM32G0xx,STMicroelectronics,RTOS,NuttX,NuttX RTOS,TRUE,34073,gs://cpt-training-datasets/UAV_v1/Mapping_data/UAV1Pair_348_mapping.txt,NA
UAV1Pair_374,UAV1R374,UAV1P374,https://github.com/radxa/kernel,https://datasheets.raspberrypi.com/pcie/pcie-connector-standard.pdf,Raspberry Pi 5,Raspberry Pi Foundation,Compute,SBC,Companion Computer,TRUE,1274723126,gs://cpt-training-datasets/UAV_v1/Mapping_data/UAV1Pair_374_mapping.txt,NA
UAV1Pair_389,UAV1R389,UAV1P389,https://github.com/polarfire-soc/platform,https://datasheets.raspberrypi.com/cm5/cm5-product-brief.pdf,Compute Module 5,Raspberry Pi Foundation,Compute,SBC,Companion Computer,TRUE,6083833,gs://cpt-training-datasets/UAV_v1/Mapping_data/UAV1Pair_389_mapping.txt,NA
UAV1Pair_390,UAV1R390,UAV1P390,https://github.com/polarfire-soc/hart-software-services,https://datasheets.raspberrypi.com/cm5/cm5-datasheet.pdf,Compute Module 5,Raspberry Pi Foundation,Compute,SBC,Companion Computer,TRUE,10730343,gs://cpt-training-datasets/UAV_v1/Mapping_data/UAV1Pair_390_mapping.txt,NA
UAV1Pair_397,UAV1R397,UAV1P397,https://github.com/LibreELEC/linux-amlogic,https://www.nxp.com/docs/en/data-sheet/IMX91IEC.pdf,OSM iMX91,Toradex,Compute,SBC,Companion Computer,TRUE,488455332,gs://cpt-training-datasets/UAV_v1/Mapping_data/UAV1Pair_397_mapping.txt,NA
UAV1Pair_400,UAV1R400,UAV1P400,https://github.com/JustEnoughLinuxOS/rk356x-uboot,https://docs.toradex.com/104706-apalis-imx6-errata.pdf,Apalis iMX6,Toradex,Compute,SBC,Companion Computer,TRUE,68556299,gs://cpt-training-datasets/UAV_v1/Mapping_data/UAV1Pair_400_mapping.txt,NA
